Username,Freq(11pm-6am),Freq(6am-11pm),Total Freq
7854,Andreas1985,0.0,1.0,1.0
7855,stefan278,0.0,1.0,1.0
7856,xxnileyloverxx,0.0,1.0,1.0
7857,jessiessalad,0.0,1.0,1.0
7858,pornobobbie,0.0,1.0,1.0
7859,carliexox,0.0,2.0,2.0
7860,bexspace1,0.0,1.0,1.0
7861,Sarah_Nicholle,0.0,1.0,1.0
7862,BTTNext,0.0,1.0,1.0
7863,sheralynn,1.0,0.0,1.0
7864,littlequiz,1.0,0.0,1.0
7865,powderkeg,0.0,1.0,1.0
7866,Hans_Karl,1.0,0.0,1.0
7867,brensquaw,0.0,1.0,1.0
7868,kewdle,0.0,1.0,1.0
7869,Wazza,1.0,0.0,1.0
7870,platten87,0.0,1.0,1.0
7871,MeganeAndre,0.0,1.0,1.0
7872,941KMPS,0.0,1.0,1.0
7873,ericap0128,0.0,1.0,1.0
7874,peoplesblog,0.0,1.0,1.0
7875,amrita_x,1.0,0.0,1.0
7876,PYTDavis,1.0,0.0,1.0
7877,the_kooks,0.0,1.0,1.0
7878,daisy17,0.0,1.0,1.0
7879,AlvinaTorres,1.0,0.0,1.0
7880,Emm94,0.0,1.0,1.0
7881,fi69,1.0,0.0,1.0
7882,himynameisscott,1.0,0.0,1.0
7883,mediasnackers,1.0,1.0,2.0
7884,ali85035,0.0,1.0,1.0
7885,newriverone,0.0,1.0,1.0
7886,emilylaura7,0.0,1.0,1.0
7887,OLLUmultimedia,0.0,1.0,1.0
7888,NathanaelB,3.0,0.0,3.0
7889,teach42,0.0,1.0,1.0
7890,zandriaa,0.0,1.0,1.0
7891,OMGBubbles_x,0.0,1.0,1.0
7892,jensale,1.0,0.0,1.0
7893,bluehero,1.0,1.0,2.0
7894,ThatGentleman,0.0,1.0,1.0
7895,FreezDay,0.0,1.0,1.0
7896,zem42,1.0,0.0,1.0
7897,alyssalovesm,1.0,0.0,1.0
7898,Sroutie,0.0,1.0,1.0
7899,Purplemayte,0.0,2.0,2.0
7900,Gibby_Level3,0.0,1.0,1.0
7901,jo_12345,0.0,1.0,1.0
7902,jularun7,0.0,1.0,1.0
7903,Harishk,1.0,0.0,1.0
7904,Yema,0.0,1.0,1.0
7905,Studs_N_Lipstic,0.0,1.0,1.0
7906,leightonching,0.0,1.0,1.0
7907,lanvely,1.0,0.0,1.0
7908,ricekube,0.0,1.0,1.0
7909,luksONEE,0.0,1.0,1.0
7910,MillAndGrace,1.0,0.0,1.0
7911,meetsooehduh,0.0,1.0,1.0
7912,KatieAMeyers,0.0,1.0,1.0
7913,Battleborne,0.0,1.0,1.0
7914,WaxwingSlain,0.0,1.0,1.0
7915,eanbowman,0.0,1.0,1.0
7916,Kronometric,0.0,1.0,1.0
7917,Dollswise,1.0,0.0,1.0
7918,ashalinggg,0.0,1.0,1.0
7919,LaurynStory,0.0,1.0,1.0
7920,inotherwords_c,0.0,1.0,1.0
7921,shan3615,1.0,0.0,1.0
7922,MaschaD,0.0,1.0,1.0
7923,childoftime,0.0,1.0,1.0
7924,ciaolaura,0.0,1.0,1.0
7925,vegan_sarnie,1.0,0.0,1.0
7926,steph1985,0.0,2.0,2.0
7927,cocoshaynel,0.0,1.0,1.0
7928,tigziefc,0.0,1.0,1.0
7929,olospo,0.0,1.0,1.0
7930,sunkistsheen,0.0,1.0,1.0
7931,procopy,0.0,1.0,1.0
7932,beena_babe,0.0,1.0,1.0
7933,XabiGrand,1.0,0.0,1.0
7934,yeahNatalie,0.0,1.0,1.0
7935,hetzakoatl,0.0,2.0,2.0
7936,SupportSPN,0.0,1.0,1.0
7937,thisbtchVLSP,1.0,0.0,1.0
7938,NoahGK,0.0,1.0,1.0
7939,AlishaV,1.0,0.0,1.0
7940,stranger_danger,0.0,1.0,1.0
7941,SuePezzella,0.0,1.0,1.0
7942,kenzzijane,0.0,1.0,1.0
7943,eileenwoo,0.0,1.0,1.0
7944,anuhans,0.0,1.0,1.0
7945,tammyrammy,1.0,0.0,1.0
7946,nikkimac,0.0,1.0,1.0
7947,oliviajoyy,0.0,1.0,1.0
7948,amanharan,0.0,1.0,1.0
7949,boomchikiboom,0.0,1.0,1.0
7950,MelBorchardt,1.0,0.0,1.0
7951,marinaraujo,0.0,1.0,1.0
7952,seamaiden399,1.0,0.0,1.0
7953,TATAliaa,0.0,1.0,1.0
7954,bringmepain,0.0,2.0,2.0
7955,freudianslip09,0.0,1.0,1.0
7956,TripletmomTX,0.0,1.0,1.0
7957,RobynLouise1993,1.0,0.0,1.0
7958,mandaraejones,0.0,1.0,1.0
7959,happy_cupcake8,0.0,1.0,1.0
7960,RobertAguilar,0.0,1.0,1.0
7961,KateNashyyy,0.0,1.0,1.0
7962,blakebillingsly,1.0,0.0,1.0
7963,Bmycharity,1.0,0.0,1.0
7964,samiajamal,0.0,2.0,2.0
7965,pinkkittyzone,0.0,1.0,1.0
7966,BritBritL,1.0,1.0,2.0
7967,RichWalsh,1.0,0.0,1.0
7968,preddz,0.0,1.0,1.0
7969,cseth33,1.0,0.0,1.0
7970,ShadyHawk,0.0,1.0,1.0
7971,josamuffin,1.0,0.0,1.0
7972,MyOnlyChance,0.0,1.0,1.0
7973,Haribo_Joe,0.0,1.0,1.0
7974,zodiacsecurity,1.0,0.0,1.0
7975,Tuckaa,1.0,0.0,1.0
7976,rfrisco,0.0,1.0,1.0
7977,Emiilybbz,0.0,1.0,1.0
7978,kellyvbrown,0.0,1.0,1.0
7979,stellery,0.0,1.0,1.0
7980,Melisie,1.0,0.0,1.0
7981,Khalid_Saleh,0.0,1.0,1.0
7982,xhotnoodlex,1.0,0.0,1.0
7983,gabyayala91,0.0,1.0,1.0
7984,doreenleigh,0.0,1.0,1.0
7985,SonoranDragon,0.0,2.0,2.0
7986,jordanpanantha,1.0,0.0,1.0
7987,akac0oL,0.0,1.0,1.0
7988,ScratchyPost,0.0,1.0,1.0
7989,Laperla86,1.0,0.0,1.0
7990,darri4u,0.0,1.0,1.0
7991,kittylewis,1.0,0.0,1.0
7992,amacater,0.0,1.0,1.0
7993,CottonStar8,1.0,0.0,1.0
7994,txroadshow,0.0,2.0,2.0
7995,Fashion_Mary,0.0,1.0,1.0
7996,zarazombie,0.0,2.0,2.0
7997,KassiNichole,0.0,1.0,1.0
7998,eb0204,0.0,1.0,1.0
7999,ASSantewa,0.0,1.0,1.0
8000,SunshineBoat,0.0,1.0,1.0
8001,lmoore0613,0.0,1.0,1.0
8002,LOLgirl500,1.0,0.0,1.0
8003,LifeOnTheBlcny,0.0,1.0,1.0
8004,Mark_Stewart1,0.0,1.0,1.0
8005,BONESgirl28,0.0,1.0,1.0
8006,AlPalLucky12,0.0,1.0,1.0
8007,lightupthenight,0.0,1.0,1.0
8008,brianclayton,1.0,0.0,1.0
8009,dESiL0ub00,0.0,1.0,1.0
8010,jalvani,0.0,1.0,1.0
8011,alex_mccarty,1.0,0.0,1.0
8012,CraicDesign,0.0,1.0,1.0
8013,nerdette,0.0,1.0,1.0
8014,Dbomb252,0.0,1.0,1.0
8015,duffylovesmusic,0.0,1.0,1.0
8016,VaniaKaderine,0.0,1.0,1.0
8017,etrancedbyu,0.0,1.0,1.0
8018,mint910,0.0,1.0,1.0
8019,MelissaMaine,0.0,1.0,1.0
8020,astonwest,0.0,1.0,1.0
8021,ahmednaguib,1.0,1.0,2.0
8022,vivalaemily,0.0,1.0,1.0
8023,sophieholman,1.0,0.0,1.0
8024,chenxiteo,1.0,0.0,1.0
8025,Marguerit,0.0,1.0,1.0
8026,Whiteyyyyy23,0.0,1.0,1.0
8027,addQin,1.0,0.0,1.0
8028,jjangsonya,1.0,0.0,1.0
8029,petermilburn,1.0,0.0,1.0
8030,inedia_bella,0.0,1.0,1.0
8031,alyari,0.0,1.0,1.0
8032,natsnapper,0.0,1.0,1.0
8033,erikagarrett,0.0,1.0,1.0
8034,MisterRo,0.0,1.0,1.0
8035,harryyx,0.0,1.0,1.0
8036,carrie3923,1.0,0.0,1.0
8037,vintagetrash,1.0,0.0,1.0
8038,WookieeChew,0.0,1.0,1.0
8039,toona8462,1.0,0.0,1.0
8040,CheezeStudios,1.0,0.0,1.0
8041,majaricious,1.0,0.0,1.0
8042,HarryGoacher,1.0,0.0,1.0
8043,shimonta,0.0,1.0,1.0
8044,repyocity,0.0,1.0,1.0
8045,Putri_ayu,1.0,0.0,1.0
8046,Scottyyyyyyyy,0.0,1.0,1.0
8047,lucy_Uk,0.0,1.0,1.0
8048,truecarvalue,0.0,1.0,1.0
8049,Kathryn17,0.0,2.0,2.0
8050,Rebeckela,1.0,0.0,1.0
8051,ashalynd,1.0,0.0,1.0
8052,woahhpheobee,0.0,1.0,1.0
8053,bbreezy31,0.0,1.0,1.0
8054,Bloodsin,1.0,0.0,1.0
8055,ihatecrayons,1.0,0.0,1.0
8056,CherylLHC,0.0,1.0,1.0
8057,DemiCyrus,0.0,1.0,1.0
8058,sineadskinner,0.0,1.0,1.0
8059,Hopefull020,0.0,1.0,1.0
8060,allysonalfonso,1.0,0.0,1.0
8061,GiselleAR,1.0,0.0,1.0
8062,Morganafq,0.0,1.0,1.0
8063,RooDenson,0.0,1.0,1.0
8064,samartha88,0.0,1.0,1.0
8065,annistars,0.0,1.0,1.0
8066,jointuletz,0.0,1.0,1.0
8067,MedicBarbie,0.0,2.0,2.0
8068,dontforgetchaos,1.0,0.0,1.0
8069,Mithx,1.0,0.0,1.0
8070,Sara7x,1.0,0.0,1.0
8071,lilbeth,0.0,1.0,1.0
8072,LaurenDemi,0.0,1.0,1.0
8073,emmalee,1.0,0.0,1.0
8074,XxKingOfKingsxX,1.0,0.0,1.0
8075,DigDan,0.0,1.0,1.0
8076,saribickford,0.0,1.0,1.0
8077,Twahn,1.0,0.0,1.0
8078,JiunweiC,0.0,1.0,1.0
8079,JMMAgroup,0.0,1.0,1.0
8080,edziardo,0.0,1.0,1.0
8081,spiros81,0.0,1.0,1.0
8082,LizCasales,0.0,1.0,1.0
8083,gabriellexelise,1.0,0.0,1.0
8084,LisaGardner92,1.0,0.0,1.0
8085,MoonLoh,0.0,2.0,2.0
8086,adriennekiefer,0.0,1.0,1.0
8087,GoHybrid,0.0,2.0,2.0
8088,TwiCapucine,1.0,2.0,3.0
8089,merlinrules,0.0,1.0,1.0
8090,Aica210,1.0,0.0,1.0
8091,AshleyIcecream,1.0,0.0,1.0
8092,xBritishBluex,0.0,1.0,1.0
8093,HectorJesus,0.0,1.0,1.0
8094,lauren2981,0.0,1.0,1.0
8095,GusF,0.0,1.0,1.0
8096,saltyshutter,0.0,1.0,1.0
8097,RoxanaVilla,0.0,1.0,1.0
8098,Googs360,0.0,1.0,1.0
8099,OhVeeBaaaaybe24,0.0,1.0,1.0
8100,books4soldiers,0.0,1.0,1.0
8101,fonzo159,0.0,1.0,1.0
8102,katofawesome,1.0,0.0,1.0
8103,yilimellad0,1.0,0.0,1.0
8104,josi101,0.0,1.0,1.0
8105,TomboyTigress,0.0,2.0,2.0
8106,DeclanBarrett91,0.0,1.0,1.0
8107,zarahlim,0.0,1.0,1.0
8108,Arnibella,1.0,1.0,2.0
8109,SummerTomato,1.0,0.0,1.0
8110,RockWithU,0.0,1.0,1.0
8111,cricohermoso,0.0,1.0,1.0
8112,groovyLand,1.0,0.0,1.0
8113,Matty_Light,0.0,1.0,1.0
8114,theeAdversary,0.0,1.0,1.0
8115,talamir,0.0,1.0,1.0
8116,vriezzy,0.0,1.0,1.0
8117,BrokenDoll,1.0,0.0,1.0
8118,spncrcvngh,0.0,1.0,1.0
8119,Abertaweangel,1.0,0.0,1.0
8120,chloevincent,1.0,0.0,1.0
8121,Dawna77,1.0,0.0,1.0
8122,melaniee_628,0.0,1.0,1.0
8123,pameladetlor,0.0,1.0,1.0
8124,xomeganxoxo57,0.0,1.0,1.0
8125,WeeEwan,0.0,1.0,1.0
8126,thegreenlady,0.0,1.0,1.0
8127,rissastory,0.0,1.0,1.0
8128,AmyReneeL,0.0,1.0,1.0
8129,Freesia13,0.0,1.0,1.0
8130,ShileenNixon,0.0,1.0,1.0
8131,CRschilliger,0.0,1.0,1.0
8132,rjupstate,0.0,1.0,1.0
8133,hardmandn,1.0,0.0,1.0
8134,myrskynmerkki,1.0,0.0,1.0
8135,_iDANCE19,0.0,2.0,2.0
8136,idaweinstein,1.0,0.0,1.0
8137,sarawithouttheh,0.0,1.0,1.0
8138,AleCherry,0.0,1.0,1.0
8139,emsully3406,0.0,1.0,1.0
8140,SocialPro,1.0,0.0,1.0
8141,JanaBanana5,0.0,1.0,1.0
8142,cAndyygiRll,0.0,1.0,1.0
8143,LilLadyV08,0.0,1.0,1.0
8144,PinerFTL,0.0,1.0,1.0
8145,funkyfairy24,2.0,1.0,3.0
8146,gem_heaven,1.0,0.0,1.0
8147,marlonparker,1.0,0.0,1.0
8148,SoPrettyEnt,0.0,1.0,1.0
8149,queenkay2la,1.0,0.0,1.0
8150,amandanicole21,0.0,1.0,1.0
8151,LPL_x,0.0,1.0,1.0
8152,saydiemason,0.0,2.0,2.0
8153,Ritter33,0.0,1.0,1.0
8154,thehappykid,1.0,0.0,1.0
8155,elisadelarosa,0.0,1.0,1.0
8156,chubbbie,1.0,0.0,1.0
8157,kkitalia,1.0,0.0,1.0
8158,georgestanley,0.0,2.0,2.0
8159,manumattos,1.0,0.0,1.0
8160,artistic_dreams,1.0,0.0,1.0
8161,lynettios,0.0,1.0,1.0
8162,SeductiveEnt,1.0,0.0,1.0
8163,noahcyrus8,1.0,0.0,1.0
8164,bed_covers,1.0,0.0,1.0
8165,Knightwheelrqr,1.0,0.0,1.0
8166,Zahnen,0.0,1.0,1.0
8167,suzy899,1.0,0.0,1.0
8168,arthabaska,1.0,0.0,1.0
8169,creelgabriel,0.0,1.0,1.0
8170,gorditostyle,1.0,0.0,1.0
8171,designjunction,1.0,0.0,1.0
8172,joonieb,1.0,0.0,1.0
8173,DavidKirlew,0.0,1.0,1.0
8174,donkeythong,0.0,1.0,1.0
8175,acmhatre,0.0,1.0,1.0
8176,TamiFromMiami,0.0,1.0,1.0
8177,tgwtt,0.0,1.0,1.0
8178,MrsWest62109,0.0,1.0,1.0
8179,UrbanxoJONAS,0.0,1.0,1.0
8180,JasonTurcotte,0.0,1.0,1.0
8181,jqueryhowto,2.0,0.0,2.0
8182,JKRio,0.0,1.0,1.0
8183,mrsdelputnam,0.0,1.0,1.0
8184,ahsan,1.0,1.0,2.0
8185,shirleylorraine,0.0,1.0,1.0
8186,Pir8t,0.0,1.0,1.0
8187,nuthatchgirl,0.0,1.0,1.0
8188,KBartz,0.0,1.0,1.0
8189,steviefrancis,1.0,0.0,1.0
8190,MariWehman,0.0,1.0,1.0
8191,giddiedamien,0.0,1.0,1.0
8192,carlsalazar,1.0,0.0,1.0
8193,wezoe,0.0,1.0,1.0
8194,themagicoflaura,0.0,1.0,1.0
8195,Laura_Lacrosse,1.0,0.0,1.0
8196,tweeteradder7,0.0,2.0,2.0
8197,jwalsh,1.0,0.0,1.0
8198,fjkeogh,2.0,0.0,2.0
8199,bryanarmada,0.0,1.0,1.0
8200,ranajune,0.0,1.0,1.0
8201,CheekyTips,0.0,1.0,1.0
8202,tweetysnest,0.0,1.0,1.0
8203,francychan,1.0,0.0,1.0
8204,zaneology,2.0,0.0,2.0
8205,martinroyds,0.0,1.0,1.0
8206,thatweirdchick,1.0,0.0,1.0
8207,crystalnova,0.0,1.0,1.0
8208,Eric_Chambers,0.0,2.0,2.0
8209,pensblogtweet,0.0,1.0,1.0
8210,StMistaken,1.0,0.0,1.0
8211,KaseyDannielle,1.0,0.0,1.0
8212,pannicking,0.0,1.0,1.0
8213,bsweetz,0.0,1.0,1.0
8214,knit1purr2,0.0,2.0,2.0
8215,LorelaiSquared,1.0,0.0,1.0
8216,SCP_DaBest_09,0.0,1.0,1.0
8217,Rebekahxoxo,0.0,1.0,1.0
8218,taralynn12,0.0,1.0,1.0
8219,honeytree87,0.0,1.0,1.0
8220,hankmoody_,0.0,1.0,1.0
8221,Goodbyeadam,0.0,1.0,1.0
8222,Bthnycks,0.0,1.0,1.0
8223,xoarianemarie,0.0,1.0,1.0
8224,olivosartstudio,0.0,2.0,2.0
8225,orchidalks,0.0,1.0,1.0
8226,connorbennett,1.0,0.0,1.0
8227,ZaphodCamden,1.0,0.0,1.0
8228,mightyjennaa,0.0,1.0,1.0
8229,samuraipunch,0.0,1.0,1.0
8230,marknijhof,1.0,0.0,1.0
8231,MrVazquez07203,0.0,1.0,1.0
8232,strawbrykiwi,1.0,0.0,1.0
8233,missBrieee,1.0,0.0,1.0
8234,pitchary,0.0,1.0,1.0
8235,OldeGreywoolf,0.0,1.0,1.0
8236,Luluwasi,0.0,1.0,1.0
8237,tyrstag,0.0,1.0,1.0
8238,2citywoman,1.0,0.0,1.0
8239,sidneymohede,0.0,1.0,1.0
8240,mattymatt82,1.0,0.0,1.0
8241,PickledHeads,0.0,1.0,1.0
8242,mommymode,0.0,1.0,1.0
8243,JackRyanBauer,0.0,1.0,1.0
8244,OlaMusic,0.0,1.0,1.0
8245,LoveCarmen,0.0,1.0,1.0
8246,stevemccaskell,0.0,1.0,1.0
8247,zora14,0.0,1.0,1.0
8248,bamboozlerr,1.0,0.0,1.0
8249,Wrestlinggoddes,0.0,1.0,1.0
8250,Heavensentjewel,0.0,1.0,1.0
8251,MindPowerCoach,0.0,1.0,1.0
8252,dillondramatic,1.0,0.0,1.0
8253,r_witherspoon,0.0,1.0,1.0
8254,tuan3789,0.0,1.0,1.0
8255,garrick_s,0.0,1.0,1.0
8256,guittaraxx,1.0,0.0,1.0
8257,Cupreme,1.0,0.0,1.0
8258,stuartsemple,1.0,0.0,1.0
8259,Sexyteddychan,0.0,1.0,1.0
8260,Fiskmat,1.0,0.0,1.0
8261,LovableKeKe,0.0,1.0,1.0
8262,stupidbuthappy,1.0,0.0,1.0
8263,xoxomilliexoxo,0.0,1.0,1.0
8264,Laura_x89,0.0,1.0,1.0
8265,aaaaalena,1.0,0.0,1.0
8266,Nanshouse,0.0,1.0,1.0
8267,Converse_Ellen,0.0,1.0,1.0
8268,Chaveeo,0.0,1.0,1.0
8269,ToxicGiggle,0.0,1.0,1.0
8270,MissMarista,0.0,1.0,1.0
8271,StarIyn,0.0,1.0,1.0
8272,heyluddie,0.0,1.0,1.0
8273,toraks,0.0,1.0,1.0
8274,rad_ali,0.0,2.0,2.0
8275,donnamaerizando,0.0,2.0,2.0
8276,nateknodel,0.0,1.0,1.0
8277,Beever,1.0,0.0,1.0
8278,Appolinarija,1.0,0.0,1.0
8279,JasonPowell,0.0,1.0,1.0
8280,Nicole_English,0.0,1.0,1.0
8281,SiderealJay,0.0,1.0,1.0
8282,brycematheson,0.0,1.0,1.0
8283,victoriaalee,0.0,1.0,1.0
8284,ginilingarias,0.0,1.0,1.0
8285,lena4yoo,0.0,1.0,1.0
8286,martindelin,1.0,0.0,1.0
8287,WillyRoo,1.0,0.0,1.0
8288,voguechic,1.0,0.0,1.0
8289,dlbliss,0.0,1.0,1.0
8290,ps7girl,0.0,1.0,1.0
8291,MarshallGTi,1.0,0.0,1.0
8292,Chioho26,0.0,1.0,1.0
8293,Mapsv89,0.0,1.0,1.0
8294,kinkpink,0.0,1.0,1.0
8295,DumbfoundedOne,0.0,1.0,1.0
8296,nat_balanza,2.0,0.0,2.0
8297,vicki_xx,0.0,1.0,1.0
8298,mooseymoose29,0.0,1.0,1.0
8299,carrievengeance,1.0,0.0,1.0
8300,feehnney,0.0,2.0,2.0
8301,joshtastic1,2.0,1.0,3.0
8302,marivicanicete,0.0,1.0,1.0
8303,ShellosaurusRex,1.0,0.0,1.0
8304,BenLime,0.0,1.0,1.0
8305,tarasmi,0.0,1.0,1.0
8306,Shudh,1.0,0.0,1.0
8307,KateChronias,1.0,0.0,1.0
8308,smartasskicker,0.0,1.0,1.0
8309,MISMoni,0.0,1.0,1.0
8310,pablowapsi,0.0,1.0,1.0
8311,corymegitt,0.0,1.0,1.0
8312,littlelylygirl,0.0,1.0,1.0
8313,yolee9,1.0,0.0,1.0
8314,Go_Fisch,0.0,1.0,1.0
8315,kimdy,1.0,0.0,1.0
8316,PinkOliveFamily,0.0,1.0,1.0
8317,theresanoelle,0.0,1.0,1.0
8318,self_autopsy,1.0,0.0,1.0
8319,rusticdiva,0.0,1.0,1.0
8320,alexafee91,0.0,1.0,1.0
8321,joemellon,1.0,0.0,1.0
8322,redraiderlyns,0.0,1.0,1.0
8323,Clumsyflic,0.0,1.0,1.0
8324,takeastand21,0.0,1.0,1.0
8325,lullabyeblues,1.0,0.0,1.0
8326,DrArdtagon,0.0,1.0,1.0
8327,heou,0.0,1.0,1.0
8328,gooddaymason,1.0,0.0,1.0
8329,dad_artist_blk,0.0,1.0,1.0
8330,berthajeanetta,1.0,0.0,1.0
8331,jayant7k,0.0,1.0,1.0
8332,dcharrison,0.0,2.0,2.0
8333,angie1020,0.0,1.0,1.0
8334,EmmaaCluniee,0.0,1.0,1.0
8335,beforethoughts,1.0,0.0,1.0
8336,Sam_Symons,1.0,0.0,1.0
8337,RobinCaroll,0.0,1.0,1.0
8338,lskrocki,0.0,1.0,1.0
8339,pyrroman,1.0,0.0,1.0
8340,StephenGonzalez,1.0,0.0,1.0
8341,ScottRhodie,2.0,0.0,2.0
8342,LRJP,0.0,1.0,1.0
8343,bugsyhansen,0.0,1.0,1.0
8344,limteckyong,0.0,1.0,1.0
8345,Sarah_Shaikh,1.0,0.0,1.0
8346,tkh0409,0.0,1.0,1.0
8347,KaTiE_Jcharm,0.0,1.0,1.0
8348,TaylaMe3,1.0,0.0,1.0
8349,Cait_xo,0.0,1.0,1.0
8350,csichick25,0.0,1.0,1.0
8351,DawncWalton,1.0,0.0,1.0
8352,beckuhk,0.0,2.0,2.0
8353,RicoBobby,1.0,0.0,1.0
8354,xLiss,0.0,1.0,1.0
8355,PussyPrevails,0.0,1.0,1.0
8356,surbhi04,1.0,0.0,1.0
8357,buzzRony,0.0,1.0,1.0
8358,kurtjohnson,0.0,1.0,1.0
8359,MandalynHavAcuP,0.0,1.0,1.0
8360,isabelauribeee,0.0,1.0,1.0
8361,SicknastyLaura,0.0,2.0,2.0
8362,JodiEchakowitz,1.0,0.0,1.0
8363,thebeadgirl,0.0,1.0,1.0
8364,ilymussobros,0.0,1.0,1.0
8365,zzzValzzz,0.0,1.0,1.0
8366,unoeuro,1.0,0.0,1.0
8367,LewdPTT,0.0,1.0,1.0
8368,CharlotteArch,1.0,0.0,1.0
8369,illbeyoursun,0.0,1.0,1.0
8370,SHLAMRIE,0.0,1.0,1.0
8371,chattynancy,0.0,1.0,1.0
8372,Jessika129,0.0,1.0,1.0
8373,alyremix,0.0,1.0,1.0
8374,HaTheQueen1,0.0,1.0,1.0
8375,tsuki_88,1.0,0.0,1.0
8376,Olshk,1.0,0.0,1.0
8377,RopeMarks,1.0,0.0,1.0
8378,jenijenjen,1.0,0.0,1.0
8379,locusceruleus,1.0,0.0,1.0
8380,josephbayot,0.0,1.0,1.0
8381,imnotptwitty,0.0,1.0,1.0
8382,fictoris,0.0,1.0,1.0
8383,zigbeswick,0.0,1.0,1.0
8384,sec0ps,0.0,1.0,1.0
8385,MeghannMusic,0.0,1.0,1.0
8386,maddybt,2.0,0.0,2.0
8387,___beth,0.0,1.0,1.0
8388,DeeAnA19,0.0,1.0,1.0
8389,cedric_chee,0.0,1.0,1.0
8390,slicklaroo,0.0,1.0,1.0
8391,SamJones7,0.0,4.0,4.0
8392,meghan4mark,0.0,1.0,1.0
8393,blue_cat_online,1.0,2.0,3.0
8394,rcameron90,0.0,1.0,1.0
8395,dlayphoto,1.0,0.0,1.0
8396,CDHQ,1.0,0.0,1.0
8397,lisakimfleming,0.0,1.0,1.0
8398,simeean,0.0,1.0,1.0
8399,TimPerales,0.0,1.0,1.0
8400,faithienic,0.0,1.0,1.0
8401,bdubbness702,0.0,1.0,1.0
8402,buffyfest,0.0,1.0,1.0
8403,mythicalnumber,0.0,1.0,1.0
8404,Wytchfire,1.0,0.0,1.0
8405,GaliF,1.0,0.0,1.0
8406,JPMizDELiCiOUS,1.0,0.0,1.0
8407,illWay,0.0,1.0,1.0
8408,Kyon_05,1.0,0.0,1.0
8409,Nada14_12,0.0,1.0,1.0
8410,ronnyvengeance,1.0,0.0,1.0
8411,SuzanneReed,1.0,1.0,2.0
8412,Kimmmmmmy,0.0,1.0,1.0
8413,artrox27,0.0,1.0,1.0
8414,sup3rmark,0.0,1.0,1.0
8415,sexysavonne,0.0,1.0,1.0
8416,AlanaLandkins,0.0,1.0,1.0
8417,Holliepopn_n,0.0,1.0,1.0
8418,TheInfatuated,0.0,1.0,1.0
8419,xoxopriya,0.0,1.0,1.0
8420,saramdle,1.0,0.0,1.0
8421,tonixny,1.0,0.0,1.0
8422,Nghthawk,0.0,1.0,1.0
8423,CLASSY_CREOLE,1.0,0.0,1.0
8424,DemetriCollins,1.0,0.0,1.0
8425,tacvbo,0.0,1.0,1.0
8426,PaminaTune,1.0,0.0,1.0
8427,Hjcraven,0.0,1.0,1.0
8428,BabyVanessa093,1.0,0.0,1.0
8429,dsgoldring,1.0,0.0,1.0
8430,jwilger,0.0,1.0,1.0
8431,Alicia_vintage,0.0,2.0,2.0
8432,Vialka,0.0,1.0,1.0
8433,swankitty25,1.0,0.0,1.0
8434,pinkydiamonds,0.0,1.0,1.0
8435,gabehhhh,0.0,1.0,1.0
8436,MsHollywoodDiva,0.0,1.0,1.0
8437,Tori_Silman,0.0,1.0,1.0
8438,MarlonBranicki,0.0,1.0,1.0
8439,Jennifer_p,1.0,0.0,1.0
8440,anna_mariee,0.0,1.0,1.0
8441,Reya808,1.0,0.0,1.0
8442,FireHazardHobo,1.0,0.0,1.0
8443,Arkansawred,0.0,1.0,1.0
8444,jaryl,1.0,0.0,1.0
8445,zn8ke,1.0,0.0,1.0
8446,j3nnag,1.0,0.0,1.0
8447,rebbyann,0.0,1.0,1.0
8448,danjcasejr,1.0,0.0,1.0
8449,courtbackstreet,1.0,0.0,1.0
8450,madwife,0.0,1.0,1.0
8451,inkerguy,0.0,1.0,1.0
8452,dannylberry,1.0,0.0,1.0
8453,stickyheels,0.0,1.0,1.0
8454,nicolepelton,0.0,2.0,2.0
8455,x3Krissyx3,0.0,1.0,1.0
8456,stereoslove,0.0,1.0,1.0
8457,Yagr_Zero,0.0,1.0,1.0
8458,70sheffieldlad,1.0,0.0,1.0
8459,enia59,1.0,0.0,1.0
8460,shanalanal,1.0,0.0,1.0
8461,bookerT510,0.0,1.0,1.0
8462,danielle5572,1.0,0.0,1.0
8463,LuchiFrontini,0.0,1.0,1.0
8464,kmkiniery,0.0,1.0,1.0
8465,cassandrakate,1.0,0.0,1.0
8466,DAMagazine,0.0,1.0,1.0
8467,nicolebernadett,1.0,0.0,1.0
8468,Judy_bcn,0.0,1.0,1.0
8469,cjayphillips,0.0,1.0,1.0
8470,michael_howard,0.0,1.0,1.0
8471,sandypanther,1.0,0.0,1.0
8472,SPAXmin,0.0,1.0,1.0
8473,RhiannonFuck,1.0,0.0,1.0
8474,Nidiamazing,0.0,2.0,2.0
8475,laurenseier,0.0,1.0,1.0
8476,mizdancequeen,0.0,1.0,1.0
8477,sportsmasseuse,0.0,1.0,1.0
8478,tokyodeath,1.0,0.0,1.0
8479,Jiinksz,0.0,1.0,1.0
8480,mattyza,1.0,0.0,1.0
8481,yengflor,1.0,0.0,1.0
8482,radio_babylon,0.0,1.0,1.0
8483,blowfish08,0.0,1.0,1.0
8484,tf_twits,1.0,0.0,1.0
8485,fueledxbyxkelly,1.0,0.0,1.0
8486,clearskies,1.0,0.0,1.0
8487,lexley,0.0,1.0,1.0
8488,karlab1,1.0,0.0,1.0
8489,HankMoodyBitch,1.0,0.0,1.0
